class,tweet,x,jarak
1,"b'@ilythreethsnd_ mantan gua si gini, karna gua jahat lebih milih kasih ke temen si biar bahagia xixixi'",1.22E+18,"-6.16667,106.8,20km"
0,b'@imayourman Orang jahat',1.20E+18,"-6.95,107.56667,20km"
1,b'@indahaha_ Jahat bgt\xf0\x9f\xa4\xa3',1.20E+18,"-0.95556,100.36056,20km"
0,b'@indomilkmelon_ @aMrazing Yoyoi. Kalo si mata empat itu nga jahat kan?',142150133,"-7.80139,110.36444,20km"
1,b'@indostruggles Jahat bgt njirrr\xf0\x9f\x98\xad\xf0\x9f\x98\xad tapi gue ketawaaa',4486180638,"-7.80139,110.36444,20km"
1,b'@ineshera Wkwkwkkwk lu mah jahat sma kesayangan gua',875077860,"-6.16667,106.8,20km"
1,b'@infotwitwor_ Mbak Ida jahat bgt',1.32E+18,"-6.16667,106.8,20km"
1,b'@infotwitwor_ Wong kok do jahat',543182377,"-7.80139,110.36444,20km"
1,b'@ini_aim kain kafan nya pun dibawain\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 ya allah jahat banget gw.\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',3568095494,"0.92,104.51,20km"
1,"b'@ipunkgenoveva maka e mom. Aku saking gregetan tadi kepancing komen pertanyaan e mung, jika kamu diposisi Ibu yang anak mu disumpah serapahi dalam TV nasional, koe masih iso maklum ora? Nek akuh mah ASLI kui sisan dituduh jahat toh yak, Tak seret sekalian ke kepolisian'",147448841,"-7.80139,110.36444,20km"
0,"b'@iqbaalhariss Ya bagus dong, soalnya doaku dijauhkan dari orang yang jahat \xf0\x9f\x98\x82'",527477516,"3.66667,98.66667,20km"
1,b'@isboygood Mana ada aku jahat kan mengurangi populasi latcur di muka bumi',1.33E+18,"-6.16667,106.8,20km"
0,b'@itsmebilaaaa Pemburu roh jahat dek. Kayak misalnya roh jahat yg ada di badan @skzlixknow nah itu diburu terus di masukin ke neraka. Gt la wkwkwww seru dramanya.',1049883434,"3.66667,98.66667,20km"
0,b'@itsyouyougirl @Reeeeeeeeechaan @itsygitzy @Chanwoonoona_ @VxxxVxxi @amethsea24 @Deflickaheldiga @Jnardaaa ETTT JAHAT WKAKAKAKKA',540721571,"-6.16667,106.8,20km"
0,"b'@Iwidya_Mari06 Ih jahat kmu ay gk nawarin mba nya, \xe2\x98\xb9\xef\xb8\x8f'",4032000133,"-6.16667,106.8,20km"
1,b'@iyaabagas Kamu jahat',1.28E+18,"-6.16667,106.8,20km"
1,b'@iyagrey @pricilialalal Ihh jahat ga disave itu nomor siteteh nya',1.01E+18,"-6.95,107.56667,20km"
1,b'@iyagrey si adik ga diajakin jahat ih',2908570824,"-6.95,107.56667,20km"
1,b'@izaenn_ Kita bisa jahat bahkam lebih jahat tapi kasian kalo dia yg nhalamin takut nya gila',1.27E+18,"-6.16667,106.8,20km"
0,b'@jadiangin Gk jahat sih karena dia jg sadar org2 dsn baik contohny falco. Kykny dia meluruskan kalau paradis bkn iblis :)',1.28E+18,"-6.16667,106.8,20km"
1,b'@jaesungvrl jahat bgt buset ketikannya',1.30E+18,"-6.16667,106.8,20km"
1,b'@Jasonartist3 Jahat klo udh kesel',1.24E+18,"-5.42944,105.2625,20km"
1,b'@jeankyoong Iya anjir jahat bgt yg sampe dm ibunya',4486180638,"-7.80139,110.36444,20km"
1,b'@jebolansantren @ikhsanbismo Llllllllll jahat amat lu bang',9.13E+17,"-7.80139,110.36444,20km"
1,b'@JebulMania291 Masa film bagus gitu dilarang.... JAHAT....',284864949,"-6.16667,106.8,20km"
1,"b'@jek___ Punya gw nih jek, padahal udah gw beli dua duanya, sampe gw sampulin plastik biar gak terpapar virus, jahat lu kalo smp ga di post https://t.co/Jk5CSZtTmI'",266502498,"-6.16667,106.8,20km"
0,b'@jess_virginia Kan aku temen yg jahat xixi',1727496805,"-8.65,115.21667,20km"
0,"b'@jeufnho kalo bakteri tu ada jahat n yg baik, kalo kuman engga. bnr bnr kotor gitu'",1.21E+18,"-5.42944,105.2625,20km"
0,b'@jeyparkian Jahat anjir',297953966,"-6.95,107.56667,20km"
0,"b'@JezeeTina @jinnieslamp iyaa,, tapi sebenernya dia gak jahat, keadaannya aja yang maksa dia jadi gitu \xf0\x9f\x98\xad\xf0\x9f\x98\xad\nmasih suka sedih ingat dia mati di sceene akhir itu \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'",1.02E+18,"0.55,123.05,20km"
0,b'@jgndiliat_ @fessthai Hah jahat knp',136558062,"-7.23333,112.73333,20km"
0,b'@jifuwonnim JAHAT',877464446,"-6.16667,106.8,20km"
0,"b'@jjaejune Semoga hanbin dijauhkan dari oknum oknum jahat, sukses selalu \n\nKIM HANBIN x EPIK HIGH \nKIM HANBIN IS BACK\n\n#RapperBIxEpikHigh\n#\xeb\xb9\x84\xec\x95\x84\xec\x9d\xb4 \n@ikon_shxxbi'",1.11E+18,"-7.80139,110.36444,20km"
0,b'@jogjamf Bakteri jahat e wes mati mergo bakteri baik e yakult',1529978850,"-7.80139,110.36444,20km"
1,b'@jogjamf bakteri jahat? sopo sih suu lha mbok sik genah',1.10E+18,"-7.80139,110.36444,20km"
0,b'@Johan_Rachmadi Ga mau! Om jahat',1.33E+18,"-6.95,107.56667,20km"
1,"b'@jokowi Presiden humble knp banyak yg hujat ya, oh iya kan orang baik slalu di hujat sm orang jahat \xf0\x9f\x98\x81'",778501447,"-6.16667,106.8,20km"
0,"b'@jowajji Kagak, gua org jahat'",1.33E+18,"-7.80139,110.36444,20km"
1,"b'@JPFBASE Yes, dia jahat tp baik tapi jahat licik manfaatin tp... Ya... Yaa..'",1.13E+18,"-6.95,107.56667,20km"
0,"b'@jr_kw19 @KakekHalal Jadi INGAT VIDEO DOA JAHAT nya\n\n""Diisusahkan hidup nyaaaa...""\n\nTernyata DOA nya berbalik\n\n\xf0\x9f\xa4\xa3'",1108499101,"-6.16667,106.8,20km"
1,b'@JuanAntonioHack @Irfaants jahat anjing',391806719,"-7.80139,110.36444,20km"
1,b'@justjeee__ jahat amat',1.29E+18,"-0.95556,100.36056,20km"
0,b'@JwagoanNeon Yup. Apalagi kepribadian jahat/nakal. Makanya ada akun DS lagi alias dark side \xf0\x9f\x98\x85\xf0\x9f\x98\x85',1.28E+18,"3.66667,98.66667,20km"
0,b'@JyuMinTen Astagfirullah jahat bgt wkwk',1.30E+18,"-6.16667,106.8,20km"
0,b'@K_DramaIndo ngeliat oh man seok jd kesel grgr jahat sm hyunbin\xf0\x9f\x98\x82',551665278,"-6.16667,106.8,20km"
1,"b'@kafeinxxx @bdngfess Nyalahin? Meni jahat. Sugan teh ngga. Da kalo gasuka mah ketang, males ngabales chatna ge'",1.28E+18,"-6.95,107.56667,20km"
0,b'@Kawolu_neptu17 Jangan cepet2 onti nikahnya wkwk jahat bgt ya',335677028,"-6.16667,106.8,20km"
1,b'@Kawolu_neptu17 Setahun lagi dong? Yakinnnnn? Wkwk semoga dua tahun lagi...... Jahat ya doain org nikah nawar tahun \xf0\x9f\x98\x81',335677028,"-6.16667,106.8,20km"
0,b'@KayArindra @sbyfess Lakk jahat mesti wkwkwk. Tapi mungkin ae wkwk',1.33E+18,"-7.23333,112.73333,20km"
0,"b'@kdrama_menfess 15/10 karena ini tipe drama yang paling aku suka, action thriller tapi juga fantasy, tentunya ada comedy dan mengandung bawang, tentang para counter memburu roh roh jahat yang ngerasukin orang, intinya mah membasmi orang jahat, tapi ini termasuk action thriller yang ringan'",1.07E+18,"-6.96667,110.41667,20km"
0,"b'@kdrama_menfess 9/10, fix ini bagus banget buat ditontonnnnn. cerita nya tentang memburu arwah ( roh jahat )'",1.29E+18,"-7.23333,112.73333,20km"
0,"b'@kdrama_menfess Aku bingung knp byk yg kesel sm sujin di eps 8 ini, padahal dia jg ga ngelakuin hal jahat. Dia mulai suka suho, mana bisa kita nyalahin perasaan? Toh, sujin juga ga tau kalo jukyung dan suho saling suka. Jadi maklum aja sih. Tapi gatau ya eps selanjutnya bakal gimana'",1.24E+18,"0.92,104.51,20km"
0,"b'@kdrama_menfess Baru nnton smpe eps 4 , masih ga ngeh yg jahat siapa yg baik siapa ?? Tolong jelasin T_T'",1.12E+18,"-5.42944,105.2625,20km"
0,b'@kdrama_menfess dan tae knp ga dari awal aja sih nikah sama seo jin wkwk cocok sama2 jahat',1.21E+18,"-6.16667,106.8,20km"
0,"b'@kdrama_menfess dia main di fabricated city jd jahat, ngadu domba jcw\xf0\x9f\x98\x88'",1.19E+18,"-7.80139,110.36444,20km"
0,b'@kdrama_menfess JAHAT BGT MALAH DIINGETIN LAGI\xf0\x9f\x98\xad\xf0\x9f\x98\xad',1.15E+18,"-8.65,115.21667,20km"
0,b'@kdrama_menfess Jahat tapi cakep\xf0\x9f\x99\x83',2734046042,"-6.95,107.56667,20km"
0,b'@kdrama_menfess masa lalu hyunsu bener2 bikin dada sakit anjir \xf0\x9f\x98\xad di eps awal udah judge dia jahat grgr gamau ikut keluarga nya liburan eh ternyata dia ikut dong anjir nyesek pol dia doang yg selamat dr kecelakaan huhu :\xe2\x80\x99)',1024146096,"-6.16667,106.8,20km"
0,"b'@kdrama_menfess Search www dong, pertama liat jaewook disini dia polos polos gt tp kocak pas dia maen sinetron jd yg jahat https://t.co/1ydUuYD431'",9.81E+17,"-6.95,107.56667,20km"
0,b'@kdrama_menfess sedihhhhh ini woyy dan bikin kesel campur emosi sm namgoong min disini wkwk sumpahh akting om namgoong jd org jahat emg bnr2 dpt bgtttt\xf0\x9f\x98\xad mana yoo seungho ntar lupa ingatan sm kyk ayahnyaaa',541583768,"0,109.33333,20km"
1,"b'@keaanuan_ WKWKWKWK anjing ni jahat jir, meninggalkan teman, kolega, bahkan lagi sayang sayangnya \xf0\x9f\x99\x82'",1.34E+18,"-6.95,107.56667,20km"
1,b'@kecap_manis_16 Jahat!',1.01E+18,"-6.16667,106.8,20km"
0,b'@KeeNand__ Jahat :( wkwkw',129397449,"-6.95,107.56667,20km"
1,b'@kenyalll9 Hmm temennya yg jahat sih mulutnya',8.76E+17,"-6.96667,110.41667,20km"
1,b'@kerudunghitam_ kamera jahat',2322189338,"-7.80139,110.36444,20km"
0,"b'@kharimakharima1 Aku dah baca skenarionya,  dari saat kepulangan,  mereka sibuk cari\xc2\xb2 cela untuk dakwaan busuk , dan lagi mereka merancang strategi sampai hilangnya nyawa 6 orang warga sipil.. mereka buat mufakat jahat untuk menjatuhkan suatu kelompok'",1.34E+18,"-7.23333,112.73333,20km"
0,b'@kikinoviani @kikifachry_d jahat emang \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',77637750,"-6.95,107.56667,20km"
1,"b'@kikykindertoys Org"" ketikannya jahat bet dah:( hapus dulu aja kak secreto nya, toxic bgt ini'",1.26E+18,"3.66667,98.66667,20km"
1,"b'@kimochiii_ Kalau aku mau bu risma trus kedengeran pendukung sebelah, ntar aku dibully lagi deh .. dikeroyok ramai"". Males ah, mereka suka jahat'",509785534,"-6.16667,106.8,20km"
1,b'@kindertjoy_ jahat',7.52E+17,"-6.95,107.56667,20km"
1,b'@Kismayeni3 Jahat bgt',1.22E+18,"-6.95,107.56667,20km"
1,b'@kismin666oys Pokoknya yang bercandanya kelewatan aku tungguin dengan sabar pas Dia diposisi terpuruk lalu ketawain\xf0\x9f\x98\x8c. Jahat? Terserah',541036176,"-8.65,115.21667,20km"
0,"b'@Kita_AMLTF Setiap Orang yang berada didalam atau diluar wilayah NKRI yang turut serta melakukan percobaan, pembantuan atau Permufakatan Jahat untuk melakukan TPPU dipidana dengan pidana yang sama'",576001861,"-6.16667,106.8,20km"
0,b'@koassgigi @ZOO_FESS Kok jahat!!!! https://t.co/AKu4Vcx2hj',1.07E+18,"-7.23333,112.73333,20km"
0,"b'@KompasTV Jadi INGAT VIDEO DOA JAHAT nya\n\n""Disusahkan hidup nyaaaa...""\n\nTernyata DOA nya berbalik\n\n\xf0\x9f\xa4\xa3'",1108499101,"-6.16667,106.8,20km"
0,"b'@kopiforyourhead Jahat, aku ga diajak\xf0\x9f\x98\x94\xf0\x9f\x98\x94\xf0\x9f\x98\x94\xf0\x9f\x98\x94'",1.22E+18,"-7.23333,112.73333,20km"
0,b'@kopigularen23 Jahat bgt :(',1.24E+18,"-6.96667,110.41667,20km"
1,b'@kopistarbak_ Berbuat lah jahat sebelum kamu di jahatin \xf0\x9f\x98\x88',483727793,"-6.16667,106.8,20km"
0,"b'@KStogmuller @Panjismdro @ssadteeness Yg kamu lakukan itu jahat kat, sudah berapa purnama di sewon sana? Sampe kehapus'",1.11E+18,"-7.80139,110.36444,20km"
0,"b'@kuahcotoenak @TradingDiary2 Gpp pak diambil positifnya aja, kalo yg baru2 itu udah dikasih market yg bear ntr malah kapok,trauma dan akhirnya bilang pasar modal itu jahat ga sesuai apa yg dibayangkan bisa bikin untung eh nyatanya rugi terus \nPadahal kan emang lagi bear dan kurang ""kenal"" aja \xf0\x9f\x98\x85'",347683934,"-7.23333,112.73333,20km"
0,b'@kuelapisss11 jahat kalee',1.33E+18,"-8.65,115.21667,20km"
0,"b'@kumparan Anak Durhaka, setinggi apapun ilmu nya kalau sama ibu jahat lihat aja balasannya... Sebaik apapun kita tidak pernah bisa membalas kebaikan ibu. \n#kumparanNEWS https://t.co/yjDkCUR1rV'",2897507214,"-6.16667,106.8,20km"
0,b'@kusukahappy yaiya masa org jahat senyum',1.16E+18,"-6.95,107.56667,20km"
0,b'@Kusumawardanaa @yousril @Dutaputraa Jahat',335126104,"-6.16667,106.8,20km"
1,b'@LAMBE_FESSS Lambenya jahat bgt:(',1.27E+18,"-6.95,107.56667,20km"
0,b'@LangitRosegold Haaaaaaaaa jahat yaa emakkk',9.91E+17,"-7.80139,110.36444,20km"
0,"b'@leesooyeon618 @day6confess Mama kok jahat sih, aku aduin papa loh!'",1.22E+18,"-7.23333,112.73333,20km"
0,b'@lianashanun Manusia gaboleh jahat sama hewan \xf0\x9f\x98\xad',1.17E+18,"-6.95,107.56667,20km"
0,b'@lilatkecik yahhh kamu jahat:(',1.26E+18,"-6.16667,106.8,20km"
1,b'@lilfuckingme Lebih jahat dari alkohol cuk :(',468051899,"-7.23333,112.73333,20km"
0,"b'@lilmuffiins @Dinsirandom @ElysianFiona @gausahGR @merpatikeciI @belaaaaaamrnd Itu buat @Dinsirandom, dia maunya mas Al kita tersiksa lama2. Jahat dia ya wkwkwkwk'",1.35E+18,"-6.16667,106.8,20km"
1,b'@Limsuandii Jahat juga si Bob ini \xf0\x9f\x98\x8c',926675802,"-2.98333,104.76444,20km"
1,b'@Lis_16701 doi yg jahat',1.28E+18,"-6.16667,106.8,20km"
1,b'@Lis_16701 jahat emang',1.28E+18,"-6.16667,106.8,20km"
0,b'@Littleewomen_ Ulah ihb jahat',3246822408,"-6.95,107.56667,20km"
0,b'@livayyya males ama lepi jahat',1.15E+18,"-6.16667,106.8,20km"
0,b'@Lovesick_Boys Jahat banget anjir :(',1.10E+18,"-6.95,107.56667,20km"
1,"b'@luurve Ih jahat bgt sih, sampe ke kluarganya gitu'",77213116,"-6.16667,106.8,20km"
0,b'@Luv_jilmek Itu ketawa jahat ya\xf0\x9f\x98\x82',1.33E+18,"-6.95,107.56667,20km"
1,b'@luvinfaisy Dia jahat',1.20E+18,"-6.95,107.56667,20km"
1,b'@luvinfaisy jahat dia emang',1.25E+18,"3.66667,98.66667,20km"
1,b'@LuvRhini Jahat bgt itu',1.16E+18,"-6.95,107.56667,20km"
1,b'@lvrfsr_ @Bimaadii_ Iya jahat banget',1.19E+18,"-7.80139,110.36444,20km"
0,b'@M_N_Hd @jek___ @tondisptrr @Zulfamuu @sampaijadidebu @deg_degan_ @riseptiasa @barlieve Tau tuh jahat bgt astaghfirullah \xf0\x9f\x98\xad\nBlm rejeki emang',4711615321,"-7.23333,112.73333,20km"
0,b'@maduuasli Jahat unu jalok disunat maneh ta',1.30E+18,"-7.23333,112.73333,20km"
0,b'@manistapiboong Jahat yoo dek \xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\xad',1.16E+18,"-6.95,107.56667,20km"
1,"b'@mardevvv bener kak, kaya apadeh ketikak jahat banget wkwk btw mutual aku yg spread hate ke dia aku bub'",1.17E+18,"-7.80139,110.36444,20km"
1,"b'@MardianshaFM Untuk menghindari hal hal yg tidak diinginkan lebih baik jahat, eh gimana gimana\xf0\x9f\x98\xad'",616102666,"-7.80139,110.36444,20km"
0,b'@MarisaChrs_ Mengko ndak sengeni ibuk nek jahat',1.26E+18,"-7.80139,110.36444,20km"
0,"b'@marrythe13th Abi mah lain sieun2 teuing ku jurig na, tapi sieun jelema jahat munsepi kitu teh\xf0\x9f\x98\x85'",181874744,"-6.95,107.56667,20km"
0,"b'@Martabakmanisan Duhh, kok jahat yahh'",8.22E+17,"-7.23333,112.73333,20km"
1,b'@martabaque Jahat sih',75967281,"-6.16667,106.8,20km"
1,b'@masturbaasi Jahat',1.15E+18,"-6.95,107.56667,20km"
1,b'@matchaalaaatte @mariaiya25_ kok kamu jahat gitu? Ga nyangka aku tuh mo.',112738735,"3.66667,98.66667,20km"
0,b'@matchaciya @ardeltata jahat nan ._.',1.09E+18,"-7.80139,110.36444,20km"
1,b'@mayamayimayu Jahat butuh bakat',1.30E+18,"-6.96667,110.41667,20km"
0,"b'@MbBungamatahari iya, jahat banget emang. sampe s3jeong nya bikin video klarifikasi kalo dia itu gak d4ting ama s3hun\nmereka kan padahal temen deket'",193667013,"-3.33333,114.58333,20km"
1,b'@mcflurrysupreme Kok jahat\xf0\x9f\x98\x87',1.22E+18,"-7.80139,110.36444,20km"
0,"b'@mecaaaaann Tenan miss, nangkep roh jahat'",830937774,"-7.80139,110.36444,20km"
0,b'@Meganurss Mega jahat?',1.04E+18,"-6.95,107.56667,20km"
0,b'@Meiimeiidinaaa ketiga aku memang jahat',1.18E+18,"-3.79556,102.25917,20km"
0,b'@mekdi9897 Ojo jahat gt tala',1.23E+18,"-7.23333,112.73333,20km"
0,b'@MelodyLaksani Anda orang jahat',7.95E+17,"-6.95,107.56667,20km"
1,b'@MemeComicIndo Bentar lagi si badut berevolusi jadi joker. \nCoz orang jahat tercipta dari orang2 lucu yg dianggap badut',9.49E+17,"-6.96667,110.41667,20km"
1,b'@menfesssyg Jahat banget ih. Ga tau diri',3189158046,"-5.13333,119.43111,20km"
0,"b'@menfesssyg Lebih jahat lagi kalo kmu pura2 sayang, pada akhirnya akan lebih nyesek'",1.28E+18,"-7.80139,110.36444,20km"
0,b'@meong_station Ketawa lu jahat meong \xf0\x9f\x98\x82\xf0\x9f\x98\x82',1.28E+18,"-6.16667,106.8,20km"
0,"b'@merifhamimu lucu, pinter, talkactive, cuek, rada jahat\xf0\x9f\x98\x89'",1.24E+18,"-7.23333,112.73333,20km"
1,"b'@mermaidman___ @nihilprestasi Iya, g jahat, galak, nyeremin.\nKayak dosbing prodi sebelah'",1.18E+18,"-6.96667,110.41667,20km"
0,b'@messysa jahat',517296011,"-6.16667,106.8,20km"
0,"b'@meylisaagustina Sakses seusss... Cuma sebenernya ya masuk logika aja ga sih, walau jahat, ya namanya business. Dia pasti mau invest dan bakar duit ke \xe2\x80\x9cproduk\xe2\x80\x9d yang paling menghasilkan.. \xf0\x9f\x98\x86'",26969696,"-6.16667,106.8,20km"
1,b'@MeyuBapuk seng jahat jahat luwih keroso \xf0\x9f\x98\x82',905579390,"-7.23333,112.73333,20km"
0,"b'@mhasbyas Diam kamu black jack , sepupu jahat spongebob'",1.12E+18,"-6.95,107.56667,20km"
0,b'@mimidakitti kamera snow jahat mii\xf0\x9f\x98\x96',3257351852,"-0.9,119.83333,20km"
0,"b'@minkyungsa @lafleurdks Jahat sih kalau gitu , aku yg gak terlalu tau , tapi sebagai perempuan merasa sedih\xf0\x9f\x98\xad'",1116204721,"3.66667,98.66667,20km"
1,b'@mks_fess Yang tidak jahat',1.35E+18,"-5.13333,119.43111,20km"
1,b'@mlbbfess yaampun jahat bingit',1.07E+18,"-6.16667,106.8,20km"
1,b'@Mmnhx_ @AREAJULID Jahat bgt mulutnya astaga',1.13E+18,"-6.16667,106.8,20km"
1,b'@Mochacyno Jahat kantornya',1.33E+18,"-6.16667,106.8,20km"
0,"b'@mochamadarip Sebagian orang memang menganggap klo pemimpin NonMuslim itu jahat, jelek, dan tidak pantas. Belum apa2 mereka sdh berpikir, pemimpin NonMuslim pasti akan menindas kaum muslim jk memimpin. Apa iya semua NonMuslim itu pasti jahat? Apa iya semua Muslim itu pasti baik?'",504193074,"-6.16667,106.8,20km"
0,"b'@monostrea lihat koment semua nyalahin th...gue in real sayang bgt sama dia,di au dibikin jahat jg gue ga bisa benci..nyesek kyk yg beneran kejadian aja..wkwkwkwk'",1.25E+18,"-6.95,107.56667,20km"
1,"b'@mr_adityason Dr dia bikin narasi angka naik sejak liburan jg udh kacau sih.\nOrg pd ga punya duit, dituduh liburan.\nPromo vaksin, nyalahin rakyat.\nIni lbh jahat dr sekedar ribut2 donasi'",8.30E+17,"-6.16667,106.8,20km"
0,b'@mr_bluebdg @dandynoah @ErwinZulfian @wangetarrr Org jahat ada dimana2 dan di era siapapun.  Yg pasti mrk semua ditangkap..!!',232897587,"-0.9,119.83333,20km"
1,"b'@mulanbilqis @MardaniAliSera Iya benar...sebab mutiara ada 2 jenis warna: 1.Mutiara PUTIH...2.Mutiara HITAM...Nah klo Warna PUTIH Melambangkan suci,bersih &amp; Baik juga jujur.Tapi kalo warna hitam Melambangkan...jahat,kotor(hati &amp; ucapannya)pembohong,provokator.\nNah bpk ini sy rasa,mksdnya MrHRS mutiara y no 2'",1.33E+18,"-6.16667,106.8,20km"
0,b'@muthiaash_ Jahat bgt cuman dikasi sebutir uh\xf0\x9f\x99\x83',2484979310,"-6.16667,106.8,20km"
1,b'@mutmainna96 Jahat banget pasti suaminya kak',119697989,"-5.13333,119.43111,20km"
0,b'@mystoryline_ Jangan dijauhi keliatan jahat ntar',1.21E+18,"-1.59,103.61,20km"
0,b'@N_TasyaJKT48 Sya... baru sadar... kenapa mereka jahat??bahkan harapa di 2021 untuk ultah di theater aja ga dikabulin.',277408532,"-6.16667,106.8,20km"
0,"b'@Nadila_JKT48 hoalah, berarti emang tempatnya di dalem tapi lg ditaro luar aja ya? jahat amat sih :(('",1174173283,"-6.16667,106.8,20km"
1,b'@Nadila_JKT48 jahat yg nyuriiii',1.08E+18,"-7.23333,112.73333,20km"
1,b'@nadslydrz @tawakkaI @FFOODFESS Iqbal jahat ya :(',546748895,"-6.95,107.56667,20km"
1,b'@nadusye Masalah dengan ibu lebih jahat dari covid',2868727111,"-10.16361,123.59028,20km"
0,b'@Nam_Dhita @siniakutemenin @badut_jahat @pokonyamiripni_ @Noob_bitaa @Vidyanbanizian skak mat',1.09E+18,"-7.23333,112.73333,20km"
0,b'@namanyalaura HAHAHAHA jahat banget',1.27E+18,"-7.80139,110.36444,20km"
1,b'@NandaErdia Siapa dah yang tega bikin nangis begitu. jahat bener.',565184251,"3.66667,98.66667,20km"
1,b'@Nasyrochah1 @iis_nuriyatin kok mba alip jahat:(',2224606795,"-7.80139,110.36444,20km"
0,b'@naufalschmitz Jahat unu jalok disunat lagi a',1.30E+18,"-7.23333,112.73333,20km"
0,b'@Naunaback Jahat bgt ditarik lagi',2423589730,"-5.42944,105.2625,20km"
1,b'@Naunaback jahat bgtttt',1.22E+18,"-6.16667,106.8,20km"
1,b'@Naunaback Jahat weyy entar dia mentall ilness gimanaa? \xf0\x9f\xa4\xa3',1.21E+18,"-6.95,107.56667,20km"
0,b'@Naunaback Ya Allah jahat bgt',7.72E+17,"-6.96667,110.41667,20km"
0,b'@Naurinosaori @G_VanyJKT48 Jahat \xf0\x9f\x98\xad huhuhu',1.27E+18,"-6.96667,110.41667,20km"
0,b'@Nazel01 bukan jahat tapi galak',1.17E+18,"-8.65,115.21667,20km"
0,b'@Ncimollz ku ga jahat ko',1.24E+18,"-6.95,107.56667,20km"
1,b'@NenkNgapak @SBYudhoyono baca boss!! Ngaca jg sekalian!! Dia yg jahat tp dia jg yg prihatin!! Tuhan tidak suka!!',276108641,"-6.16667,106.8,20km"
1,b'@new_mo_imron Jahat anjir dijadiin bahan tiktok',89346970,"-6.16667,106.8,20km"
0,b'@niddd_nida Dan yg masi jahat segeralah menjadi baik\xf0\x9f\x99\x83',1.34E+18,"-7.80139,110.36444,20km"
0,b'@ninnnnaja jahat bgt kmu mass\xf0\x9f\x98\xa5',1.18E+18,"-7.80139,110.36444,20km"
0,b'@Nizamauza_ Jahat bangeeetttttt',606983256,"5.55,95.31667,20km"
0,b'@nksaar_ jahat',1.20E+18,"-6.16667,106.8,20km"
0,"b'@nnmly_ Bagus sii. Tp kalo aku pribadi, kalo gak dihargai yaa gakpapa tp gak bisa tetep berbuat baik. Jahat yaa \xf0\x9f\x98\xad'",274493394,"-5.13333,119.43111,20km"
0,b'@Noerrrkek Ada orang jahat mba \xf0\x9f\xa4\xa7',1.13E+18,"-6.16667,106.8,20km"
1,"b'@noichil Kalo mau ngikut drama lain sih, dia nyelesaiin yg ada di situ terus balik ke badannya lagi. Dia jg balik ke era lama terus nyoba ngubah masa lalu krn di sejarah rajanya jahat, yg akhirnya malah justru dia yg bantu dia jd raja&amp;sejarah ga berubah.\nEntah kalo ini mau pake jalur lain'",125013810,"-6.16667,106.8,20km"
0,b'@Nopnopa02 Yauda aku mau jd jahat aja',231308449,"-7.23333,112.73333,20km"
0,"b'@nosignaldetecte Kalau gak jahat, justru kita kuatir \xf0\x9f\x98\x82'",7.60E+17,"-6.16667,106.8,20km"
0,b'@notbattinson I-ituuu.... ngga jahat... cuman ngomong kenyataan yang pahit \xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa',1.27E+18,"-7.23333,112.73333,20km"
0,b'@notsadboy_ Aku ga mw mulutku jahat kek dia',1.12E+18,"3.66667,98.66667,20km"
1,b'@noviyangg @unnesmenfess Jarinya nopi jahat banget wkwk',3392903653,"-6.96667,110.41667,20km"
0,b'@nurul_bro Jahat bgt kui kalorine\xf0\x9f\xa4\xa3',144657403,"-7.80139,110.36444,20km"
0,b'@nurultyan Rapopo dia jahat koj',464627981,"-7.80139,110.36444,20km"
0,b'@obitdj Jahat lu EKWKEKWKEWKE',8.56E+17,"-6.95,107.56667,20km"
0,b'@ockypras Jawon pada jahat semua cewek nya',1.14E+18,"-7.80139,110.36444,20km"
0,b'@officialJKT48 terlalu jahat kamu man',75390838,"-0.50222,117.15361,20km"
1,"b'@OH_mes2 Demiiii ini jahat bangett sihh, parahhhhh'",1.00E+18,"-7.80139,110.36444,20km"
0,b'@Ohyuukanie bikin muka jahat ke bayinya',3790464434,"-3.705,128.17,20km"
1,b'@OmatBack38 @Dennysiregar7 yah namanya syethon mang begitu..\nKadang berbuat baik ternyata menipu.\nKadang berbuat jahat mang kerjaannya.',1.34E+18,"-6.16667,106.8,20km"
1,"b'@on__december kakk raa jahat iyhh, potekk bangett nich\xf0\x9f\x92\x94\xf0\x9f\x92\x94'",1.32E+18,"-7.80139,110.36444,20km"
0,b'@onedfess jahat y km',1388687544,"-5.13333,119.43111,20km"
0,b'@onotohar ga boleh jahat',9.48E+17,"-5.13333,119.43111,20km"
1,b'@oo_sakinyehet ish jahat bgt yg sampe dm ibunya\xf0\x9f\x98\xa2',1.32E+18,"-6.95,107.56667,20km"
0,b'@orangsih Koe jahat',7.45E+17,"-7.80139,110.36444,20km"
0,b'@ordurebizarree Astaga jahat betul \xf0\x9f\x98\xad',1025589511,"-7.80139,110.36444,20km"
